serialno,weight,cut,color,clarity,mine,price,depth,table,x,y,z
AA554517,0.3,Ideal,G,VS1,EAST,624,63.1,55,4.25,4.31,2.7
AA677785,0.5,Very Good,F,VVS2,EAST,2003,61.9,56,5.09,5.12,3.16
AA84860,0.29,Premium,G,VVS1,WEST,669,62,58,4.23,4.19,2.61
AA749560,1.06,Premium,D,VS2,NORTH,7479,59.3,55,6.7,6.65,3.96
AA965197,0.73,Ideal,I,SI1,EAST,2122,62,56,5.75,5.8,3.58
AA246488,0.55,Very Good,D,SI2,EAST,1295,63.3,56,5.22,5.24,3.31
AA198667,0.41,Ideal,E,SI2,WEST,654,61.5,58,4.79,4.83,2.96
AA254553,0.3,Premium,D,SI1,WEST,709,60.6,60,4.32,4.3,2.61
AA164198,0.37,Very Good,G,VVS2,EAST,844,59.1,60,4.69,4.71,2.78
AA896159,1.2,Ideal,H,SI2,EAST,4368,61.1,57,6.9,6.81,4.19
AA386127,1.19,Premium,G,VS2,NORTH,7130,62.3,58,6.82,6.77,4.23
AA667519,0.33,Ideal,G,IF,EAST,946,61.7,55,4.47,4.48,2.76
AA457413,1.7,Premium,H,SI1,NORTH,11848,61.8,61,7.59,7.52,4.67
AA696642,0.5,Very Good,G,VS2,EAST,1373,62.8,56,5.05,5.08,3.18
AA687777,0.43,Premium,D,SI1,WEST,830,60.1,58,4.89,4.93,2.95
AA338999,1.3,Ideal,F,VVS2,NORTH,12734,62.4,57,6.97,6.9,4.33
AA673068,1.14,Good,I,SI2,EAST,3735,60,65,6.8,6.75,4.06
AA58173,0.96,Fair,H,I1,WEST,1705,61.1,60,6.26,6.07,3.77
AA736748,0.42,Very Good,E,SI1,WEST,773,62.7,57,4.77,4.83,3.01
AA217789,1.02,Fair,F,VVS2,NORTH,6863,64.8,58,6.22,6.28,4.05
AA662109,0.2,Premium,D,VS2,WEST,367,62.3,60,3.73,3.68,2.31
AA132159,0.55,Premium,D,VS1,EAST,1975,62,58,5.26,5.28,3.27
AA71296,1.27,Premium,G,VS1,NORTH,9371,61.1,60,6.99,7.03,4.28
AA978170,0.35,Very Good,H,SI1,WEST,647,63.3,54,4.53,4.51,2.86
AA229570,0.4,Premium,D,VS1,EAST,1200,59.2,59,4.81,4.79,2.84
AA264444,1.2,Premium,G,SI1,SOUTH,6451,62.7,58,6.71,6.66,4.19
AA617618,1.51,Ideal,F,SI1,NORTH,10693,62.5,57,7.27,7.32,4.56
AA383752,0.39,Very Good,G,VS2,WEST,787,62.4,56,4.64,4.68,2.91
AA336066,0.35,Ideal,D,VS2,EAST,964,60.6,57,4.63,4.58,2.79
AA295706,0.6,Very Good,G,SI1,WEST,1399,63.3,58,5.34,5.31,3.37
AA432408,0.71,Very Good,F,SI1,EAST,2345,64,58,5.59,5.66,3.6
AA175009,0.31,Ideal,F,VS1,EAST,695,61.2,57,4.36,4.39,2.68
AA347933,1,Premium,F,SI2,EAST,3858,61.7,58,6.36,6.32,3.91
AA821412,0.31,Ideal,E,VVS2,EAST,791,61.4,57,4.37,4.39,2.69
AA52943,0.31,Ideal,G,IF,EAST,891,62.1,54,4.35,4.38,2.71
AA170919,1.01,Premium,H,VS1,SOUTH,5199,62.7,58,6.37,6.39,4
AA792269,0.41,Premium,F,SI1,WEST,755,61.8,58,4.75,4.76,2.94
AA263519,0.31,Ideal,G,VS2,WEST,562,62.2,53,4.37,4.38,2.72
AA36642,1.51,Premium,G,VS2,NORTH,12068,61.4,58,7.4,7.3,4.51
AA34260,1.25,Ideal,F,VS1,NORTH,9996,61.7,56,6.93,6.92,4.27
AA900028,0.59,Good,D,SI1,EAST,1431,63.8,57,5.31,5.26,3.37
AA836652,1.07,Ideal,I,VVS1,NORTH,6685,62.3,57,6.56,6.6,4.1
AA996355,0.3,Very Good,H,VVS1,EAST,878,63.4,57,4.31,4.27,2.72
AA953716,1.04,Ideal,I,VS1,NORTH,4997,62.9,43,6.45,6.41,4.04
AA808185,1.01,Good,D,SI2,EAST,4338,57.6,62,6.66,6.56,3.81
AA574491,0.5,Premium,D,VS2,EAST,1752,61.1,58,5.09,5.12,3.12
AA299993,1.29,Premium,H,SI1,SOUTH,6588,62.9,59,7,6.84,4.35
AA377341,1.6,Premium,G,VVS1,NORTH,17204,61.5,58,7.48,7.58,4.63
AA898938,1.7,Very Good,J,VS2,NORTH,9586,62.9,58,7.55,7.59,4.76
AA869581,1.04,Ideal,F,VS1,NORTH,7338,63,56,6.5,6.45,4.08
AA113032,0.5,Ideal,H,VS2,EAST,1332,61.2,56,5.18,5.14,3.16
AA333364,0.33,Premium,G,VS1,WEST,666,60.5,58,4.43,4.49,2.7
AA889651,0.41,Very Good,D,SI1,EAST,947,63.2,58,4.77,4.72,3
AA925362,1.85,Ideal,I,VVS2,NORTH,14245,62.4,57,7.91,7.86,4.92
AA9545,1.26,Fair,H,SI2,EAST,3881,64.9,60,6.7,6.62,4.32
AA554663,1.31,Very Good,I,VS1,SOUTH,6885,62.3,58,6.99,7.03,4.37
AA80918,0.35,Ideal,F,VS2,WEST,706,62.1,56,4.54,4.57,2.83
AA372626,1.5,Good,I,VS2,SOUTH,8316,61.9,60,7.25,7.28,4.5
AA910150,0.9,Good,G,SI2,EAST,3303,63.8,56,6.13,6.16,3.92
AA244789,0.4,Very Good,E,VVS1,EAST,1333,61.2,61,4.7,4.74,2.89
AA747577,0.8,Ideal,D,SI1,EAST,3011,62.2,57,5.89,5.85,3.65
AA43804,1.2,Very Good,J,SI2,EAST,4636,61.4,55,6.85,6.92,4.23
AA813336,0.7,Fair,E,SI1,EAST,2000,57.2,66,5.76,5.74,3.29
AA546230,0.31,Ideal,G,VVS1,EAST,789,61.5,55,4.39,4.42,2.71
AA493695,0.3,Ideal,F,IF,EAST,1013,62,56,4.34,4.3,2.68
AA186817,1.34,Very Good,H,SI2,EAST,4352,61.1,63,7.08,7.01,4.3
AA305248,0.57,Premium,E,VS2,EAST,1645,62.5,55,5.33,5.27,3.31
AA892595,1.16,Ideal,G,VVS1,NORTH,9781,61.9,55,6.75,6.78,4.19
AA973186,1.77,Very Good,G,SI1,NORTH,11796,63.1,57,7.68,7.63,4.83
AA187183,0.64,Ideal,E,SI1,EAST,2215,60.9,57,5.56,5.58,3.39
AA820662,1.04,Premium,F,SI1,SOUTH,5504,61.5,59,6.54,6.46,4
AA230682,0.35,Ideal,D,SI1,WEST,827,62.7,56,4.51,4.49,2.82
AA650060,1.51,Good,F,VS2,NORTH,13819,62,59,7.18,7.37,4.51
AA976718,0.32,Very Good,D,VVS1,EAST,1015,61.6,54,4.4,4.43,2.72
AA59469,0.73,Premium,F,VS2,EAST,2446,58.9,60,5.9,5.81,3.45
AA751341,0.31,Ideal,E,VS1,EAST,734,61.6,56,4.35,4.38,2.69
AA95640,1.55,Premium,J,SI2,EAST,6635,62.6,60,7.36,7.3,4.59
AA68081,0.72,Premium,F,SI1,EAST,2314,61.6,60,5.79,5.73,3.55
AA792503,0.76,Ideal,D,VS2,SOUTH,3401,61.8,55,5.85,5.89,3.63
AA430939,0.65,Very Good,F,VS2,EAST,2241,64,55.3,5.5,5.57,3.54
AA589942,0.35,Ideal,D,SI1,EAST,827,62.3,55,4.56,4.52,2.83
AA919986,0.56,Good,F,VS1,EAST,1712,59.1,62,5.36,5.42,3.19
AA27617,0.5,Very Good,E,SI1,EAST,1415,63.2,57,5.06,5.03,3.19
AA799478,1,Very Good,D,VVS2,NORTH,9740,63,59,6.35,6.38,4.01
AA151241,0.41,Very Good,G,VS1,EAST,899,62.3,56,4.77,4.8,2.98
AA140960,1.62,Ideal,J,SI1,NORTH,8075,62.4,53.2,7.47,7.51,4.68
AA835507,0.53,Premium,D,SI1,EAST,1753,61.4,57,5.26,5.2,3.21
AA156237,0.4,Premium,F,VS2,WEST,842,59.3,59,4.79,4.83,2.85
AA526228,1.23,Premium,I,SI2,EAST,5269,62.4,58,6.86,6.82,4.27
AA12046,0.7,Very Good,E,VS2,EAST,2473,58.8,56,5.79,5.84,3.42
AA738861,1.11,Premium,H,SI2,EAST,4578,61.6,60,6.6,6.67,4.09
AA213380,0.4,Very Good,E,VVS2,EAST,849,63,55,4.72,4.74,2.98
AA298641,0.3,Very Good,G,VS2,WEST,526,63,56,4.27,4.3,2.7
AA92897,0.7,Premium,F,SI1,EAST,2423,62.2,59,5.73,5.69,3.55
AA583172,2.28,Good,J,SI1,NORTH,14220,63.7,55,8.28,8.35,5.3
AA471659,1.04,Very Good,F,SI2,EAST,4244,62.8,55,6.41,6.48,4.05
AA908789,0.3,Very Good,F,VVS1,EAST,858,58.1,61,4.39,4.42,2.56
AA617393,0.51,Very Good,G,IF,SOUTH,2102,62.6,56,5.09,5.13,3.2
AA273404,0.52,Ideal,E,SI2,EAST,1299,61.9,56,5.17,5.19,3.2
AA16426,1.24,Premium,H,SI2,EAST,5277,60.4,59,6.99,6.92,4.2
AA301024,1.02,Premium,F,SI2,EAST,4459,61.1,59,6.41,6.45,3.93
AA193259,0.51,Very Good,J,VS2,WEST,1008,58,62,5.24,5.27,3.05
AA811234,1.7,Ideal,H,I1,EAST,6397,61.3,55,7.7,7.63,4.7
AA483790,0.5,Ideal,H,VS1,EAST,1384,61.6,58,5.08,5.11,3.14
AA23700,0.31,Ideal,H,IF,EAST,789,61.2,56,4.36,4.4,2.68
AA708510,1,Premium,D,SI2,SOUTH,4626,59.4,60,6.56,6.48,3.87
AA21573,0.27,Ideal,I,VVS2,WEST,412,62,54.5,4.15,4.19,2.58
AA90407,0.92,Good,E,SI1,SOUTH,4183,63.7,57,6.14,6.11,3.9
AA938517,0.74,Ideal,F,VVS2,NORTH,4157,61.7,57,5.79,5.84,3.59
AA747367,0.37,Ideal,E,VS2,WEST,811,61.6,57,4.61,4.65,2.85
AA382,0.51,Premium,H,SI2,EAST,1125,62.9,56,5.08,5.06,3.19
AA358820,0.3,Premium,I,SI1,WEST,506,61.6,59,4.34,4.29,2.66
AA990533,1.34,Very Good,G,VS2,NORTH,9127,60.7,59,7.04,7.07,4.28
AA288964,0.53,Good,E,SI1,EAST,1224,63.6,56,5.19,5.1,3.27
AA601369,0.54,Ideal,G,IF,EAST,2271,62.5,57,5.16,5.2,3.24
AA874617,0.38,Very Good,G,SI1,WEST,666,59.5,62,4.67,4.71,2.79
AA693141,1.01,Very Good,E,VVS2,NORTH,9076,60.2,60,6.46,6.5,3.9
AA667270,0.25,Ideal,G,VS1,WEST,438,62.6,53,4.01,4.07,2.53
AA987988,0.33,Very Good,G,VS2,WEST,579,60.8,62,4.42,4.46,2.7
AA912472,0.61,Ideal,E,VS1,SOUTH,3004,61.3,54,5.53,5.5,3.38
AA866659,1.5,Very Good,J,VS2,SOUTH,7428,63.3,57,7.2,7.25,4.57
AA937415,1.01,Premium,G,SI2,EAST,4242,59.1,59,6.55,6.51,3.86
AA266038,1.22,Premium,G,SI1,SOUTH,6449,62.1,58,6.89,6.84,4.26
AA319080,0.9,Very Good,E,SI2,EAST,3697,63.5,58,6.08,6.14,3.88
AA33398,0.41,Ideal,E,VVS2,EAST,1187,61.9,56,4.75,4.78,2.95
AA5996,0.7,Ideal,H,SI2,EAST,2110,61.6,54,5.71,5.75,3.53
AA88609,0.5,Ideal,D,VS1,EAST,1571,63,57,5.06,5,3.17
AA75345,0.34,Premium,D,SI1,WEST,626,62.7,59,4.42,4.45,2.78
AA412909,1.07,Ideal,F,VVS2,NORTH,10061,62.3,57,6.56,6.58,4.09
AA100306,1.01,Ideal,E,SI2,SOUTH,4787,61.1,59,6.53,6.47,3.97
AA631021,1.01,Premium,E,SI1,NORTH,5646,61,59,6.44,6.47,3.94
AA822699,1,Premium,E,SI2,SOUTH,4648,60.4,60,6.49,6.46,3.91
AA737903,0.75,Premium,D,SI2,EAST,2415,60.6,56,5.94,5.9,3.59
AA220111,1.01,Premium,H,SI2,EAST,4355,61.3,59,6.47,6.41,3.95
AA77793,1,Very Good,E,VS2,NORTH,5633,63.5,56,6.37,6.32,4.03
AA356462,2.01,Ideal,I,SI2,NORTH,12349,62.1,55,8.12,8.08,5.03
AA189780,0.71,Premium,F,SI2,EAST,2482,61.6,59,5.75,5.71,3.53
AA883802,0.32,Very Good,H,VVS1,WEST,730,62.7,57,4.36,4.41,2.75
AA444223,0.32,Premium,F,VS2,EAST,828,59.7,59,4.44,4.41,2.64
AA584008,0.52,Very Good,E,VS2,EAST,1601,59.2,59,5.23,5.27,3.11
AA617073,0.5,Ideal,G,VVS2,EAST,1858,62.8,57,5.07,5.05,3.18
AA591553,1.04,Fair,F,SI1,EAST,4403,66.9,62,6.22,6.15,4.14
AA702082,0.41,Premium,G,SI1,WEST,923,61.7,59,4.73,4.71,2.91
AA74911,0.5,Ideal,J,VS2,WEST,1054,61.9,54,5.1,5.14,3.17
AA202551,1.5,Good,H,SI2,EAST,5208,64,61,7.18,7.14,4.58
AA544527,1.01,Ideal,F,VS1,NORTH,7465,62,57,6.39,6.45,3.98
AA53818,0.4,Premium,D,VVS2,EAST,1263,60.7,60,4.74,4.78,2.89
AA763611,1.57,Premium,G,VS2,NORTH,11711,62.7,60,7.46,7.38,4.65
AA901654,2.19,Premium,I,SI2,NORTH,15032,60.8,60,8.34,8.38,5.08
AA850088,0.35,Ideal,D,SI1,EAST,772,62.1,57,4.49,4.47,2.78
AA18998,0.5,Good,E,SI1,WEST,1155,63.7,59,5.07,5.01,3.21
AA274382,0.41,Very Good,F,VS1,EAST,1007,60.7,56,4.77,4.82,2.91
AA452537,0.35,Very Good,F,SI2,WEST,460,62.8,55,4.48,4.53,2.83
AA827516,0.4,Premium,F,SI1,WEST,769,61.7,59,4.75,4.72,2.92
AA282659,0.38,Ideal,F,IF,EAST,1193,61,56,4.68,4.7,2.86
AA154937,0.33,Ideal,G,VVS2,EAST,730,61.6,54,4.44,4.49,2.75
AA524900,0.3,Very Good,G,VS1,EAST,776,63.1,59,4.27,4.25,2.69
AA408625,0.61,Ideal,D,SI1,EAST,1752,62.1,55,5.42,5.43,3.37
AA538397,0.3,Ideal,F,IF,EAST,873,61.3,55,4.32,4.36,2.66
AA313346,0.32,Ideal,D,VVS2,EAST,1066,60.6,56,4.47,4.5,2.72
AA782568,0.34,Good,G,SI1,WEST,507,63.4,57,4.42,4.45,2.81
AA296820,0.52,Ideal,D,VS2,EAST,1919,61.8,57,5.2,5.16,3.2
AA270892,0.51,Very Good,E,VS2,EAST,1577,63.6,59,4.99,5.07,3.2
AA674243,1.68,Ideal,G,VS1,NORTH,16985,62,55,7.59,7.66,4.73
AA602933,0.3,Very Good,G,VS1,WEST,605,62.9,58,4.27,4.32,2.7
AA350774,1.01,Ideal,H,SI1,SOUTH,4642,62.4,53,6.47,6.42,4.02
AA532163,0.74,Ideal,F,VS2,SOUTH,3200,62.1,56,5.83,5.79,3.61
AA705360,1.01,Premium,F,SI2,SOUTH,4257,61.8,56,6.43,6.38,3.96
AA733087,1.21,Ideal,G,VS1,NORTH,8616,62.6,56,6.77,6.81,4.25
AA652197,0.56,Ideal,F,VS2,EAST,1723,61.3,54,5.34,5.37,3.28
AA882834,0.57,Good,F,VVS2,EAST,2298,57.6,60,5.49,5.45,3.15
AA379283,0.74,Premium,G,VS2,EAST,2621,60.2,60,5.84,5.82,3.51
AA889657,1.06,Ideal,H,SI1,SOUTH,5188,61.7,56,6.58,6.55,4.05
AA10428,1.01,Premium,G,VS2,SOUTH,5701,61.1,60,6.46,6.37,3.92
AA677558,0.5,Very Good,E,SI2,EAST,1154,61.3,56,5.08,5.13,3.13
AA298160,1.32,Very Good,I,VS2,SOUTH,7125,60.5,59,7.02,7.06,4.26
AA159947,0.31,Ideal,D,VVS2,EAST,982,61.9,57,4.35,4.31,2.68
AA527447,0.76,Ideal,G,VVS1,SOUTH,3671,62,54.7,5.83,5.87,3.62
AA562561,1.01,Ideal,H,SI1,NORTH,5387,61.7,57,6.37,6.44,3.96
AA398350,1.53,Ideal,G,SI2,NORTH,9468,62.3,56,7.39,7.34,4.59
AA837854,1.25,Very Good,G,VS2,NORTH,8575,63.5,60,6.74,6.64,4.25
AA732002,1.02,Ideal,H,SI2,SOUTH,4375,60.5,57,6.56,6.52,3.95
AA897258,0.3,Fair,E,VS1,EAST,799,64.5,56,4.26,4.2,2.73
AA179252,1.29,Premium,D,SI1,NORTH,8597,62.7,55,6.96,6.91,4.35
AA837798,2.09,Premium,H,SI1,SOUTH,12063,60.5,61,8.32,8.25,5.01
AA76401,0.65,Ideal,H,VVS2,EAST,2210,61.6,58,5.56,5.6,3.44
AA860367,1.12,Ideal,G,VVS2,NORTH,8701,62.1,54.8,6.64,6.66,4.13
AA210849,0.32,Very Good,E,VVS1,EAST,931,60.9,58,4.49,4.45,2.72
AA539048,0.45,Good,H,VVS1,EAST,1240,56.8,64,5.08,4.99,2.86
AA663289,1.02,Very Good,E,SI2,EAST,4414,58.7,63,6.61,6.55,3.86
AA979221,1.71,Very Good,H,VS1,NORTH,9974,63.5,59,7.59,7.52,4.8
AA353139,0.5,Good,F,VS2,EAST,1339,65.3,57,4.93,4.97,3.23
AA420433,0.35,Ideal,F,VVS2,EAST,872,60.8,55,4.58,4.61,2.79
AA973564,1.5,Premium,I,SI2,SOUTH,7526,62.5,61,7.29,7.24,4.54
AA184136,0.73,Ideal,G,SI1,EAST,2351,62.1,54,5.81,5.76,3.59
AA487160,1,Very Good,H,SI1,SOUTH,4995,62,54,6.43,6.47,4
AA724838,1.06,Premium,J,SI2,EAST,3740,61.3,60,6.59,6.52,4.02
AA430100,1.28,Premium,G,VS2,NORTH,8139,62.1,60,6.95,6.89,4.3
AA954167,1.54,Very Good,I,SI2,SOUTH,7437,63.3,60,7.34,7.31,4.64
AA621979,0.3,Ideal,I,SI1,WEST,506,61.3,56,4.33,4.32,2.65
AA594380,0.81,Ideal,G,VS1,SOUTH,3544,62.3,57,5.99,5.95,3.72
AA684727,0.42,Ideal,F,VVS1,EAST,1326,62,55,4.81,4.84,2.99
AA534998,1.13,Fair,I,VS2,EAST,4695,55.9,67,7.05,6.94,3.9
AA956266,0.3,Ideal,E,VS1,EAST,703,62.5,54,4.27,4.32,2.69
AA953454,2.36,Good,J,SI2,SOUTH,12286,58.9,64,8.75,8.68,5.14
AA319036,0.31,Ideal,G,VVS2,WEST,671,61.5,57,4.32,4.36,2.67
AA87768,0.54,Premium,D,SI1,EAST,1786,62.1,56,5.25,5.22,3.25
AA613720,1.05,Premium,H,SI1,SOUTH,4682,62.2,58,6.5,6.46,4.03
AA85119,0.71,Ideal,E,SI1,EAST,2756,61.9,56,5.71,5.73,3.54
AA628938,0.57,Very Good,G,SI1,EAST,1433,61.1,57,5.32,5.35,3.26
AA268952,2.51,Premium,J,SI1,NORTH,17452,59.6,60,8.84,8.79,5.25
AA752861,1.55,Premium,J,SI1,SOUTH,7638,62.5,58,7.4,7.36,4.61
AA494848,2.4,Ideal,H,SI2,NORTH,18541,62,55,8.6,8.57,5.32
AA468734,0.55,Ideal,I,SI1,EAST,1367,61.3,56,5.29,5.34,3.26
AA59848,0.34,Ideal,E,VS1,EAST,805,61.8,56,4.47,4.51,2.78
AA312939,0.3,Very Good,I,SI1,WEST,506,63.3,59,4.25,4.22,2.68
AA614803,0.3,Very Good,D,VS2,WEST,710,62,58,4.29,4.32,2.67
AA656889,0.54,Ideal,G,SI2,WEST,1192,61.4,56,5.27,5.29,3.24
AA370021,0.53,Ideal,E,SI1,EAST,1415,61.4,56,5.21,5.24,3.21
AA757461,2.54,Very Good,I,SI2,NORTH,15394,63.5,58,8.67,8.56,5.47
AA369819,0.27,Very Good,D,VS1,WEST,413,62.2,58,4.14,4.15,2.58
AA298961,0.7,Very Good,G,VS2,EAST,2507,61.9,55,5.63,5.71,3.51
AA751325,0.45,Premium,G,VVS2,EAST,1181,61.4,61,4.95,4.89,3.02
AA761198,0.4,Premium,F,VVS2,EAST,1088,60.8,59,4.71,4.73,2.87
AA314947,0.55,Ideal,D,VS1,EAST,2119,61.8,55,5.29,5.32,3.28
AA197147,0.36,Ideal,E,VS1,EAST,933,62.7,57,4.58,4.55,2.86
AA427608,1.51,Premium,J,VVS2,NORTH,8930,62.9,58,7.33,7.21,4.57
AA424158,1.12,Premium,H,SI1,SOUTH,5363,62.2,60,6.65,6.59,4.12
AA749832,0.55,Very Good,E,VS2,EAST,1831,61,59,5.31,5.34,2.25
AA884801,1.01,Very Good,E,SI2,SOUTH,4540,60,60,6.57,6.49,3.92
AA460522,0.55,Premium,D,SI1,EAST,1728,61.7,59,5.3,5.23,3.25
AA926088,0.33,Ideal,G,VS2,EAST,743,62.6,57,4.47,4.45,2.79
AA861109,0.53,Ideal,D,SI1,EAST,1587,61.2,57,5.19,5.24,3.19
AA156039,1.02,Premium,G,SI2,EAST,3027,61.7,58,6.46,6.41,3.97
AA161676,1.01,Ideal,G,IF,NORTH,8778,62.8,57,6.42,6.39,4.02
AA712957,0.38,Ideal,F,VS2,EAST,889,61.2,57,4.67,4.64,2.85
AA881667,0.43,Premium,G,VS1,WEST,943,61.8,59,4.83,4.88,3
AA837249,0.71,Ideal,G,VS2,EAST,2515,62.4,57,5.69,5.66,3.54
AA94837,2.03,Very Good,E,SI2,NORTH,14646,63.1,56,8.01,7.99,5.05
AA76117,2.01,Good,H,SI2,NORTH,14426,62.3,60,7.95,7.97,4.96
AA761353,0.32,Ideal,G,VVS1,EAST,842,61.4,55,4.42,4.44,2.72
AA471230,1.52,Very Good,H,SI1,NORTH,9642,60.9,59,7.43,7.49,4.54
AA494986,1.08,Premium,I,SI2,EAST,3750,60.1,59,6.75,6.69,4.04
AA300617,1.51,Premium,F,VS2,NORTH,13221,61.8,56,7.39,7.28,4.53
AA980268,0.36,Good,D,SI1,WEST,663,63.1,55,4.54,4.59,2.88
AA432517,0.3,Ideal,E,VVS1,EAST,862,62,58,4.28,4.3,2.66
AA622191,0.31,Very Good,G,VVS1,EAST,816,63,58,4.29,4.32,2.71
AA350933,2.03,Ideal,H,SI2,NORTH,16642,61.6,55,8.18,8.12,5.02
AA595941,0.51,Ideal,E,SI1,EAST,1443,61.1,56,5.2,5.17,3.17
AA57688,0.76,Premium,E,VVS2,SOUTH,3767,60.6,59,5.94,5.85,3.57
AA836092,1,Ideal,J,SI1,EAST,3788,62.7,58,6.35,6.41,4
AA228557,0.33,Very Good,G,VS1,WEST,666,59.7,61,4.44,4.47,2.66
AA619893,0.7,Very Good,H,VS1,EAST,2453,61.2,55,5.68,5.72,3.49
AA97008,0.32,Premium,E,SI1,WEST,720,60.1,60,4.47,4.42,2.67
AA472917,0.73,Ideal,G,VVS2,SOUTH,3777,62.4,57,5.71,5.79,3.59
AA892343,0.36,Ideal,D,SI1,EAST,851,61.5,56,4.64,4.56,2.83
AA647451,1.08,Ideal,E,VVS1,NORTH,14032,61.7,55,6.6,6.63,4.08
AA535846,1.51,Very Good,F,VVS2,NORTH,16613,58,65,7.58,7.62,4.41
AA85110,0.57,Ideal,E,SI2,EAST,1357,58.8,57,5.49,5.46,3.22
AA91559,0.43,Premium,D,SI2,WEST,919,60.7,58,4.91,4.85,2.96
AA482972,2.16,Premium,H,SI2,NORTH,16400,59.7,60,8.38,8.3,4.98
AA208778,0.52,Ideal,F,VS1,EAST,1778,62.2,55,5.14,5.18,3.21
AA587632,0.72,Fair,I,SI1,EAST,1799,64.8,54,5.69,5.67,3.68
AA764122,1,Good,G,VS2,NORTH,5645,64,56,6.33,6.25,4.03
AA177592,0.9,Good,H,SI2,EAST,2934,62.7,64,6,6.09,3.79
AA179366,2.02,Ideal,J,VS2,NORTH,12832,62,56,8.06,8.13,5.02
AA493066,0.43,Ideal,F,VVS1,EAST,1422,61,56,4.9,4.87,2.98
AA90886,0.58,Ideal,E,VS2,EAST,1683,62.3,54,5.39,5.43,3.37
AA240627,1.4,Premium,G,SI1,NORTH,8511,62.5,58,7.12,7.06,4.43
AA678958,0.43,Ideal,E,VVS2,EAST,1062,60.8,57,4.87,4.9,2.97
AA597208,0.35,Very Good,H,VS1,WEST,788,60.8,63,4.57,4.54,2.77
AA376257,0.94,Premium,H,VS2,SOUTH,4264,62.5,58,6.26,6.18,3.89
AA564048,1.02,Ideal,E,VS2,NORTH,6854,62.7,56,6.44,6.38,4.02
AA987504,0.57,Ideal,D,SI1,EAST,1754,61,57,5.31,5.34,3.25
AA376861,0.28,Ideal,E,VS1,EAST,625,62,56,4.21,4.18,2.6
AA2183,0.31,Ideal,E,VS2,EAST,872,61.4,54,4.41,4.38,2.7
AA431041,1.53,Very Good,E,SI2,NORTH,8654,63.1,59,7.38,7.21,4.61
AA666364,0.42,Very Good,G,SI1,WEST,737,62.2,58,4.73,4.75,2.95
AA322942,0.92,Ideal,I,SI1,EAST,3323,61.8,57,6.27,6.25,3.87
AA437661,0.8,Good,F,VS1,EAST,3477,59,60.9,6.03,6.04,3.56
AA474267,0.32,Premium,G,VS2,WEST,720,62.5,60,4.38,4.32,2.72
AA18400,0.35,Premium,H,SI1,WEST,647,61.3,55,4.58,4.55,2.8
AA39491,1.13,Ideal,G,VVS1,NORTH,9214,61.2,57,6.72,6.65,4.09
AA710463,0.41,Ideal,F,VS2,WEST,863,60.9,57,4.74,4.78,2.9
AA369659,0.4,Good,E,SI1,WEST,882,63.9,55,4.72,4.67,3
AA364616,0.33,Very Good,E,VVS2,EAST,981,60.1,63,4.45,4.5,2.69
AA611030,0.72,Ideal,D,VS2,NORTH,4082,61.8,56,5.74,5.78,3.56
AA219608,0.71,Ideal,F,SI2,EAST,2331,59.3,57,5.86,5.81,3.46
AA111233,1.62,Ideal,I,VVS1,NORTH,12186,61.5,58,7.54,7.56,4.64
AA326315,0.75,Ideal,D,VS2,SOUTH,3562,61.7,55,5.85,5.82,3.6
AA697324,0.3,Very Good,H,VVS2,WEST,581,63,56,4.24,4.27,2.68
AA956759,1.13,Very Good,H,SI2,SOUTH,4661,62.7,55,6.61,6.69,4.17
AA902589,1.28,Ideal,F,VS1,NORTH,12061,61.5,55,6.98,7.01,4.3
AA128778,2.21,Very Good,G,SI2,NORTH,15825,60.7,62,8.42,8.48,5.13
AA762912,0.32,Premium,J,VS1,WEST,540,60.6,59,4.46,4.42,2.69
AA875906,0.53,Ideal,F,VS1,EAST,2046,61.7,55,5.18,5.22,3.21
AA385614,0.65,Very Good,I,VVS2,EAST,1828,61.3,59.3,5.52,5.59,3.4
AA467500,0.4,Ideal,J,VVS2,WEST,662,61.8,55,4.76,4.79,2.95
AA771892,2.09,Very Good,F,SI2,NORTH,18509,61.3,59,8.19,8.33,5.06
AA921836,0.72,Ideal,I,VVS2,EAST,2530,61.7,55,5.71,5.76,3.54
AA880165,1.23,Very Good,E,SI1,SOUTH,7143,59.2,62,7,7.05,4.16
AA686117,0.23,Good,E,VVS2,WEST,465,61.9,60,3.95,4.03,2.47
AA182256,1,Very Good,G,VVS2,NORTH,7528,62.3,58,6.39,6.45,4
AA277801,0.35,Ideal,E,SI1,WEST,788,61.2,57,4.56,4.52,2.78
AA834882,0.41,Very Good,F,VS2,WEST,863,62.8,57,4.73,4.76,2.98
AA629020,3.65,Fair,H,I1,EAST,11668,67.1,53,9.53,9.48,6.38
AA376714,1.02,Very Good,H,SI1,SOUTH,5047,64.4,59,6.24,6.36,4.06
AA962346,0.3,Premium,J,VS1,WEST,506,63,59,4.27,4.24,2.68
AA535479,0.77,Very Good,I,VS2,EAST,2054,62.4,63,5.8,5.84,3.63
AA531656,1.51,Very Good,J,SI1,SOUTH,7125,60.6,57,7.38,7.46,4.5
AA695008,0.34,Premium,D,VVS2,EAST,984,60.1,58,4.53,4.55,2.73
AA940723,0.6,Ideal,F,VS1,EAST,2201,61.9,55,5.4,5.42,3.35
AA854375,0.7,Premium,E,SI2,EAST,2135,62,55,5.65,5.61,3.49
