Order ID,OrderMonth,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
IN-2013-MT1781559-41527,9,10/09/2013,14/09/2013,Standard Class,MT-1781559,Consumer,Bandung,Jawa Barat,Indonesia,Southeastern Asia,Asia Pacific,FUR-BO-3642,Furniture,Bookcases,"Bush Library with Doors, Traditional",677.64,2,0.07,211.26,70.09,High
MX-2015-MT1781582-42306,10,29/10/2015,02/11/2015,Standard Class,MT-1781582,Consumer,San Juan del Río,Querétaro,Mexico,Central America,LATAM,OFF-AP-4505,Office Supplies,Appliances,"Hamilton Beach Stove, Black",722.36,2,0,50.56,44.076,Medium
IN-2015-MT1781511-42222,8,06/08/2015,10/08/2015,Second Class,MT-1781511,Consumer,Dhaka,Dhaka,Bangladesh,Southern Asia,Asia Pacific,FUR-BO-3646,Furniture,Bookcases,"Bush Stackable Bookrack, Mobile",988.08,8,0,276.48,39.46,Medium
IN-2014-MT1781559-41793,6,03/06/2014,05/06/2014,Second Class,MT-1781559,Consumer,Binjai,Sumatera Utara,Indonesia,Southeastern Asia,Asia Pacific,OFF-AP-3581,Office Supplies,Appliances,"Breville Stove, White",464.53,1,0.17,151.09,33.85,Medium
IT-2012-MS17830139-41103,7,13/07/2012,14/07/2012,First Class,MS-17830139,Consumer,London,England,United Kingdom,Northern Europe,Europe,TEC-MA-5511,Technology,Machines,"Okidata Printer, Red",956.34,4,0.1,-95.7,324.98,Critical
SA-2013-MS7830110-41450,6,25/06/2013,01/07/2013,Standard Class,MS-7830110,Consumer,Riyadh,Ar Riyad,Saudi Arabia,Western Asia,Asia Pacific,FUR-TA-3352,Furniture,Tables,"Barricks Training Table, Adjustable Height",2563.92,8,0,820.32,231.32,Medium
IT-2012-MS17830139-41103,7,13/07/2012,14/07/2012,First Class,MS-17830139,Consumer,London,England,United Kingdom,Northern Europe,Europe,TEC-PH-3146,Technology,Phones,"Apple Signal Booster, with Caller ID",737.91,6,0.1,-8.37,204.65,Critical
MX-2014-MS1783039-41717,3,19/03/2014,23/03/2014,Standard Class,MS-1783039,Consumer,Santa Ana,Santa Ana,El Salvador,Central America,LATAM,FUR-BO-3890,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",1653.12,6,0,297.48,139.508,Medium
IT-2014-MS1783045-41818,6,28/06/2014,28/06/2014,Same Day,MS-1783045,Consumer,Boulogne-Billancourt,Ile-de-France,France,Western Europe,Europe,FUR-CH-4544,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",403.87,3,0.1,98.68,120.57,Critical
IZ-2015-MS783061-42322,11,14/11/2015,18/11/2015,Second Class,MS-783061,Consumer,Samarra',Salah Ad Din,Iraq,Western Asia,Asia Pacific,TEC-PH-3805,Technology,Phones,"Cisco Smart Phone, Cordless",651.48,1,0,260.58,100.04,Medium
IN-2013-MS178307-41611,12,03/12/2013,05/12/2013,First Class,MS-178307,Consumer,Perth,Western Australia,Australia,Oceania,Asia Pacific,TEC-CO-3703,Technology,Copiers,"Canon Personal Copier, Color",259.52,2,0.1,8.6,98.62,High
IT-2014-MS1783045-41818,6,28/06/2014,28/06/2014,Same Day,MS-1783045,Consumer,Boulogne-Billancourt,Ile-de-France,France,Western Europe,Europe,OFF-PA-6600,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",245.55,5,0,39.15,76.96,Critical
IT-2014-MS1783045-41818,6,28/06/2014,28/06/2014,Same Day,MS-1783045,Consumer,Boulogne-Billancourt,Ile-de-France,France,Western Europe,Europe,OFF-ST-4282,Office Supplies,Storage,"Fellowes Shelving, Blue",156.17,3,0.1,46.82,75.72,Critical
MX-2014-MS1783039-41717,3,19/03/2014,23/03/2014,Standard Class,MS-1783039,Consumer,Santa Ana,Santa Ana,El Salvador,Central America,LATAM,OFF-ST-6033,Office Supplies,Storage,"Smead File Cart, Single Width",428.1,5,0,196.9,55.033,Medium
ES-2012-MS1783045-41088,6,28/06/2012,02/07/2012,Standard Class,MS-1783045,Consumer,Paris,Ile-de-France,France,Western Europe,Europe,OFF-SU-4992,Office Supplies,Supplies,"Kleencut Shears, Steel",554.04,12,0,144,53.14,Medium
IN-2015-MS178307-42306,10,29/10/2015,04/11/2015,Standard Class,MS-178307,Consumer,Wollongong,New South Wales,Australia,Oceania,Asia Pacific,TEC-PH-5265,Technology,Phones,"Motorola Signal Booster, VoIP",773.39,6,0.1,326.45,42.93,Medium
IT-2014-MS1783045-41818,6,28/06/2014,28/06/2014,Same Day,MS-1783045,Consumer,Boulogne-Billancourt,Ile-de-France,France,Western Europe,Europe,TEC-MA-5497,Technology,Machines,"Okidata Card Printer, Durable",299.12,2,0.15,-24.65,42.12,Critical
ES-2012-MS1783048-41178,9,26/09/2012,30/09/2012,Standard Class,MS-1783048,Consumer,Berlin,Berlin,Germany,Western Europe,Europe,OFF-AR-3449,Office Supplies,Art,"BIC Canvas, Fluorescent",445.18,9,0.1,123.61,39.52,Medium
TU-2015-MS7830134-42365,12,27/12/2015,29/12/2015,First Class,MS-7830134,Consumer,Istanbul,Istanbul,Turkey,Western Asia,Asia Pacific,FUR-BO-5763,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",175.26,1,0.6,-148.98,35.88,High
ES-2015-MS17830120-42346,12,08/12/2015,12/12/2015,Standard Class,MS-17830120,Consumer,Seville,Andalusía,Spain,Southern Europe,Europe,TEC-CO-6003,Technology,Copiers,"Sharp Ink, High-Speed",245.22,2,0,19.56,34.56,High
MX-2013-MS1783093-41557,10,10/10/2013,11/10/2013,First Class,MS-1783093,Consumer,Chinandega,Chinandega,Nicaragua,Central America,LATAM,OFF-PA-5878,Office Supplies,Paper,"SanDisk Message Books, Premium",95.28,6,0,30.48,34.059,Critical
IN-2014-MC1784558-41971,11,28/11/2014,30/11/2014,Second Class,MC-1784558,Consumer,Gwalior,Madhya Pradesh,India,Southern Asia,Asia Pacific,FUR-TA-3420,Furniture,Tables,"Bevis Conference Table, Fully Assembled",1850.46,2,0,259.02,228.37,High
IT-2015-MC1784545-42249,9,02/09/2015,04/09/2015,Second Class,MC-1784545,Consumer,Paris,Ile-de-France,France,Western Europe,Europe,OFF-ST-4078,Office Supplies,Storage,"Eldon Lockers, Blue",1068.71,6,0.1,-0.13,220.97,High
IN-2015-MC1784527-42249,9,02/09/2015,07/09/2015,Standard Class,MC-1784527,Consumer,Qingdao,Shandong,China,Eastern Asia,Asia Pacific,TEC-PH-5267,Technology,Phones,"Motorola Smart Phone, Cordless",1285.56,2,0,51.42,127,Medium
IN-2012-MC1784559-41116,7,26/07/2012,30/07/2012,Standard Class,MC-1784559,Consumer,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,TEC-CO-5998,Technology,Copiers,"Sharp Fax Machine, Digital",823.86,3,0.07,97.38,84.76,Medium
MX-2014-MC1784518-41711,3,13/03/2014,15/03/2014,Second Class,MC-1784518,Consumer,Novo Gama,Goiás,Brazil,South America,LATAM,FUR-FU-3941,Furniture,Furnishings,"Deflect-O Frame, Duo Pack",367,5,0,40.3,65.731,High
ES-2015-MC1784545-42354,12,16/12/2015,16/12/2015,Same Day,MC-1784545,Consumer,Vincennes,Ile-de-France,France,Western Europe,Europe,TEC-AC-4163,Technology,Accessories,"Enermax Memory Card, Bluetooth",228.78,2,0,36.6,63.82,High
PL-2013-MC7845103-41598,11,20/11/2013,20/11/2013,Same Day,MC-7845103,Consumer,Katowice,Silesia,Poland,Eastern Europe,Europe,TEC-MA-5008,Technology,Machines,"Konica Inkjet, Wireless",313.44,1,0,50.13,49.51,High
PL-2013-MC7845103-41598,11,20/11/2013,20/11/2013,Same Day,MC-7845103,Consumer,Katowice,Silesia,Poland,Eastern Europe,Europe,TEC-CO-3705,Technology,Copiers,"Canon Personal Copier, High-Speed",281.88,2,0,76.08,42.3,High
IN-2015-MC1784588-42269,9,22/09/2015,27/09/2015,Standard Class,MC-1784588,Consumer,Yangon,Yangon,Myanmar (Burma),Southeastern Asia,Asia Pacific,FUR-CH-4654,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",671.06,2,0.27,-73.6,39.25,Medium
ID-2015-MC17845102-42361,12,23/12/2015,25/12/2015,Second Class,MC-17845102,Consumer,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,TEC-AC-3404,Technology,Accessories,"Belkin Router, Programmable",429.41,3,0.45,-171.79,38.57,Medium
MX-2013-MC1784518-41447,6,22/06/2013,27/06/2013,Standard Class,MC-1784518,Consumer,Macapá,Amapá,Brazil,South America,LATAM,FUR-TA-4690,Furniture,Tables,"Hon Round Table, Fully Assembled",551.87,2,0.2,68.95,33.985,Medium
IN-2015-MD178607-42171,6,16/06/2015,21/06/2015,Standard Class,MD-178607,Corporate,Sydney,New South Wales,Australia,Oceania,Asia Pacific,TEC-CO-3598,Technology,Copiers,"Brother Fax Machine, Laser",2293.49,8,0.1,509.57,288.63,High
UP-2014-MD7860137-41810,6,20/06/2014,24/06/2014,Standard Class,MD-7860137,Corporate,Poltava,Poltava,Ukraine,Eastern Europe,Europe,OFF-AP-4498,Office Supplies,Appliances,"Hamilton Beach Microwave, Red",3955.14,14,0,1383.9,270.65,High
IN-2015-MD1786059-42214,7,29/07/2015,02/08/2015,Standard Class,MD-1786059,Corporate,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,TEC-CO-5998,Technology,Copiers,"Sharp Fax Machine, Digital",1922.34,7,0.07,227.22,187.29,High
UP-2014-MD7860137-41810,6,20/06/2014,24/06/2014,Standard Class,MD-7860137,Corporate,Poltava,Poltava,Ukraine,Eastern Europe,Europe,FUR-CH-4530,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",1904.4,4,0,761.76,153.87,High
IN-2013-MD178607-41502,8,16/08/2013,16/08/2013,Same Day,MD-178607,Corporate,Adelaide,South Australia,Australia,Oceania,Asia Pacific,FUR-BO-5959,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",698.54,4,0.1,38.78,131.33,High
US-2012-MD1786098-41249,12,06/12/2012,09/12/2012,Second Class,MD-1786098,Corporate,Panama City,Panama,Panama,Central America,LATAM,FUR-BO-3901,Furniture,Bookcases,"Dania Library with Doors, Metal",723.72,5,0.4,-156.88,123.48,High
IN-2013-MD1786058-41544,9,27/09/2013,03/10/2013,Standard Class,MD-1786058,Corporate,Bareilly,Uttar Pradesh,India,Southern Asia,Asia Pacific,TEC-PH-3148,Technology,Phones,"Apple Smart Phone, Full Size",3187.5,5,0,350.55,114.05,Medium
IN-2015-MD1786059-42214,7,29/07/2015,02/08/2015,Standard Class,MD-1786059,Corporate,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,TEC-PH-3803,Technology,Phones,"Cisco Signal Booster, with Caller ID",504.08,4,0.17,12.08,90.47,High
ID-2012-MD1786059-40965,2,26/02/2012,29/02/2012,Second Class,MD-1786059,Corporate,Jakarta,Jakarta,Indonesia,Southeastern Asia,Asia Pacific,TEC-MA-4211,Technology,Machines,"Epson Receipt Printer, White",287.45,3,0.17,-45.1,81.63,Critical
ES-2014-MD17860139-41793,6,03/06/2014,07/06/2014,Standard Class,MD-17860139,Corporate,London,England,United Kingdom,Northern Europe,Europe,TEC-MA-6138,Technology,Machines,"StarTech Card Printer, White",437.16,3,0.1,29.1,80.51,High
AU-2015-MD78608-42243,8,27/08/2015,31/08/2015,Standard Class,MD-78608,Corporate,Klagenfurt,Carinthia,Austria,Western Europe,Europe,FUR-CH-4546,Furniture,Chairs,"Harbour Creations Rocking Chair, Red",588.36,4,0,29.4,66.7,High
ES-2015-MD17860120-42108,4,14/04/2015,20/04/2015,Standard Class,MD-17860120,Corporate,Las Rozas de Madrid,Madrid,Spain,Southern Europe,Europe,OFF-ST-4295,Office Supplies,Storage,"Fellowes Trays, Single Width",465.1,9,0.1,206.71,52.88,Medium
MX-2013-MD1786018-41581,11,03/11/2013,07/11/2013,Standard Class,MD-1786018,Corporate,Teresina,Piauí,Brazil,South America,LATAM,TEC-CO-3606,Technology,Copiers,"Brother Personal Copier, High-Speed",281.62,3,0.002,13.54,43.685,High
MX-2015-MD17860132-42293,10,16/10/2015,20/10/2015,Standard Class,MD-17860132,Corporate,Chaguanas,Chaguanas,Trinidad and Tobago,Caribbean,LATAM,OFF-PA-4463,Office Supplies,Paper,"Green Bar Cards & Envelopes, Premium",225.82,7,0,8.96,39.679,High
US-2013-MD1786082-41592,11,14/11/2013,19/11/2013,Standard Class,MD-1786082,Corporate,Atlixco,Puebla,Mexico,Central America,LATAM,FUR-CH-5446,Furniture,Chairs,"Office Star Rocking Chair, Adjustable",382.4,5,0.2,0,34.176,Medium
IT-2014-MD1786048-41826,7,06/07/2014,11/07/2014,Standard Class,MD-1786048,Corporate,Berlin,Berlin,Germany,Western Europe,Europe,FUR-CH-5436,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",323.06,7,0.2,-60.61,33.03,Medium
IN-2012-MG178757-41175,9,23/09/2012,26/09/2012,Second Class,MG-178757,Home Office,Wagga Wagga,New South Wales,Australia,Oceania,Asia Pacific,FUR-BO-4848,Furniture,Bookcases,"Ikea Classic Bookcase, Metal",2220.53,6,0.1,123.35,166.02,Medium
ES-2012-MG1787514-41243,11,30/11/2012,05/12/2012,Standard Class,MG-1787514,Home Office,Genk,Limburg,Belgium,Western Europe,Europe,TEC-AC-3403,Technology,Accessories,"Belkin Router, Erganomic",1795.92,7,0,843.99,154.61,High
ES-2015-MG17875139-42244,8,28/08/2015,30/08/2015,Second Class,MG-17875139,Home Office,Preston,England,United Kingdom,Northern Europe,Europe,TEC-PH-3785,Technology,Phones,"Cisco Audio Dock, Full Size",1100.16,6,0,164.88,109.11,High
ES-2015-MG1787545-42258,9,11/09/2015,15/09/2015,Standard Class,MG-1787545,Home Office,Wasquehal,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,TEC-CO-5991,Technology,Copiers,"Sharp Copy Machine, High-Speed",406.98,2,0.15,138.84,86.47,High
ES-2014-MG1787548-41878,8,27/08/2014,02/09/2014,Standard Class,MG-1787548,Home Office,Augsburg,Bavaria,Germany,Western Europe,Europe,FUR-TA-3340,Furniture,Tables,"Barricks Computer Table, Adjustable Height",1545.08,5,0.35,-546.82,75.33,Medium
ID-2015-MG178757-42166,6,11/06/2015,17/06/2015,Standard Class,MG-178757,Home Office,Gladstone,Queensland,Australia,Oceania,Asia Pacific,TEC-MA-5572,Technology,Machines,"Panasonic Printer, Red",711.83,3,0.1,-79.09,51,Medium
IT-2012-MG1787562-41150,8,29/08/2012,05/09/2012,Standard Class,MG-1787562,Home Office,Dublin,Dublin,Ireland,Northern Europe,Europe,TEC-CO-3602,Technology,Copiers,"Brother Ink, Laser",220.95,3,0.5,-220.95,43.79,Low
ES-2015-MG17875139-42258,9,11/09/2015,14/09/2015,Second Class,MG-17875139,Home Office,West Bromwich,England,United Kingdom,Northern Europe,Europe,OFF-AR-3553,Office Supplies,Art,"Boston Sketch Pad, Easy-Erase",244.35,5,0,70.8,35.31,Critical
IN-2015-MG1789097-42022,1,18/01/2015,22/01/2015,Standard Class,MG-1789097,Home Office,Lahore,Punjab,Pakistan,Southern Asia,Asia Pacific,OFF-AP-3572,Office Supplies,Appliances,"Breville Microwave, Silver",2117.22,14,0.5,-1736.28,223.13,High
IN-2015-MG1789027-42279,10,02/10/2015,06/10/2015,Standard Class,MG-1789027,Home Office,Tengzhou,Shandong,China,Eastern Asia,Asia Pacific,FUR-BO-3641,Furniture,Bookcases,"Bush Library with Doors, Pine",1828.35,5,0,438.75,191.76,High
US-2012-MG1789055-41172,9,20/09/2012,24/09/2012,Standard Class,MG-1789055,Home Office,Tegucigalpa,Francisco Morazán,Honduras,Central America,LATAM,FUR-BO-5788,Furniture,Bookcases,"Safco Library with Doors, Traditional",1403.24,9,0.4,-678.28,119.064,High
IN-2014-MG17890130-41796,6,06/06/2014,06/06/2014,Same Day,MG-17890130,Home Office,Bangkok,Bangkok,Thailand,Southeastern Asia,Asia Pacific,OFF-AP-3875,Office Supplies,Appliances,"Cuisinart Stove, White",445.24,1,0.17,-10.73,103.2,Critical
IT-2015-MG17890139-42252,9,05/09/2015,05/09/2015,Same Day,MG-17890139,Home Office,Sheffield,England,United Kingdom,Northern Europe,Europe,TEC-PH-3807,Technology,Phones,"Cisco Smart Phone, with Caller ID",327.12,1,0.5,-39.27,88.45,High
IN-2015-MG1789056-42343,12,05/12/2015,11/12/2015,Standard Class,MG-1789056,Home Office,Kowloon,Hong Kong,Hong Kong,Eastern Asia,Asia Pacific,OFF-AP-4736,Office Supplies,Appliances,"Hoover Refrigerator, Red",2105.04,4,0,715.68,63.68,Medium
ES-2012-MG17890139-41257,12,14/12/2012,19/12/2012,Second Class,MG-17890139,Home Office,Bebington,England,United Kingdom,Northern Europe,Europe,OFF-SU-6172,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",176.61,7,0,45.78,33.59,High
US-2012-MK17905143-41151,8,30/08/2012,04/09/2012,Standard Class,MK-17905143,Corporate,Caracas,Distrito Capital,Venezuela,South America,LATAM,FUR-TA-3779,Furniture,Tables,"Chromcraft Wood Table, Rectangular",768.14,8,0.7,-819.38,95.559,High
PL-2013-MK7905103-41552,10,05/10/2013,07/10/2013,Second Class,MK-7905103,Corporate,Gdynia,Pomerania,Poland,Eastern Europe,Europe,TEC-AC-5225,Technology,Accessories,"Memorex Router, Programmable",495.42,2,0,232.8,74,High
ES-2015-MK17905120-42222,8,06/08/2015,12/08/2015,Standard Class,MK-17905120,Corporate,Barcelona,Catalonia,Spain,Southern Europe,Europe,TEC-CO-3601,Technology,Copiers,"Brother Ink, High-Speed",727.5,5,0,43.65,67.28,Medium
IN-2013-MK179057-41402,5,08/05/2013,13/05/2013,Standard Class,MK-179057,Corporate,Melbourne,Victoria,Australia,Oceania,Asia Pacific,FUR-TA-5054,Furniture,Tables,"Lesro Computer Table, Adjustable Height",1490.69,5,0.3,170.24,61.77,Medium
ES-2012-MK179058-41259,12,16/12/2012,20/12/2012,Standard Class,MK-179058,Corporate,Vienna,Vienna,Austria,Western Europe,Europe,TEC-AC-5203,Technology,Accessories,"Memorex Memory Card, Bluetooth",715.89,7,0,150.15,53.03,High
IN-2013-MK1790588-41544,9,27/09/2013,01/10/2013,Standard Class,MK-1790588,Corporate,Yangon,Yangon,Myanmar (Burma),Southeastern Asia,Asia Pacific,FUR-BO-3641,Furniture,Bookcases,"Bush Library with Doors, Pine",691.12,3,0.37,-142.64,51.79,Medium
IN-2013-MK17905144-41551,10,04/10/2013,07/10/2013,Second Class,MK-17905144,Corporate,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeastern Asia,Asia Pacific,OFF-SU-4325,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",328.08,9,0.17,23.52,50.27,Medium
IN-2013-MK1790588-41544,9,27/09/2013,01/10/2013,Standard Class,MK-1790588,Corporate,Yangon,Yangon,Myanmar (Burma),Southeastern Asia,Asia Pacific,TEC-PH-5814,Technology,Phones,"Samsung Audio Dock, VoIP",692.72,5,0.17,175.22,49.77,Medium
IN-2014-MK1790527-41675,2,05/02/2014,09/02/2014,Second Class,MK-1790527,Corporate,Shanghai,Shanghai,China,Eastern Asia,Asia Pacific,OFF-AP-4958,Office Supplies,Appliances,"KitchenAid Microwave, Silver",622.14,2,0,87.06,42.07,Medium
IN-2013-MK17905144-41551,10,04/10/2013,07/10/2013,Second Class,MK-17905144,Corporate,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeastern Asia,Asia Pacific,TEC-PH-5351,Technology,Phones,"Nokia Signal Booster, Full Size",343.1,3,0.17,45.47,34.96,Medium
ES-2015-MK17905139-42348,12,10/12/2015,15/12/2015,Second Class,MK-17905139,Corporate,Manchester,England,United Kingdom,Northern Europe,Europe,TEC-MA-4207,Technology,Machines,"Epson Printer, White",261.03,1,0,10.44,34.14,Medium
ID-2012-MK1790558-41038,5,09/05/2012,12/05/2012,First Class,MK-1790558,Corporate,Mumbai,Maharashtra,India,Southern Asia,Asia Pacific,TEC-AC-4152,Technology,Accessories,"Enermax Flash Drive, Erganomic",117.99,6,0.5,-18.99,33.93,High
IN-2014-MM1792027-41950,11,07/11/2014,10/11/2014,First Class,MM-1792027,Consumer,Sanya,Hainan,China,Eastern Asia,Asia Pacific,TEC-AC-3405,Technology,Accessories,"Belkin Router, USB",2330.64,9,0,1025.46,492.79,Critical
ES-2015-MM1792045-42199,7,14/07/2015,18/07/2015,Second Class,MM-1792045,Consumer,Le Mans,Pays de la Loire,France,Western Europe,Europe,TEC-PH-3805,Technology,Phones,"Cisco Smart Phone, Cordless",1824.14,8,0.65,-1303.06,321.54,High
MX-2013-MM1792082-41388,4,24/04/2013,27/04/2013,First Class,MM-1792082,Consumer,Mexico City,Distrito Federal,Mexico,Central America,LATAM,FUR-CH-4563,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",672.45,7,0.2,75.63,158.843,Medium
IN-2015-MM1792058-42325,11,17/11/2015,20/11/2015,First Class,MM-1792058,Consumer,Dewas,Madhya Pradesh,India,Southern Asia,Asia Pacific,OFF-AR-3525,Office Supplies,Art,"Boston Canvas, Blue",482.76,9,0,183.33,151.37,Critical
MX-2015-MM1792039-42356,12,18/12/2015,23/12/2015,Standard Class,MM-1792039,Consumer,Apopa,San Salvador,El Salvador,Central America,LATAM,FUR-BO-4860,Furniture,Bookcases,"Ikea Library with Doors, Metal",1693.3,7,0,220.08,103.156,Medium
IT-2014-MM1792045-41845,7,25/07/2014,29/07/2014,Second Class,MM-1792045,Consumer,Muret,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,FUR-BO-5942,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine",453.68,3,0.1,65.51,67.77,High
EG-2015-MM792038-42286,10,09/10/2015,09/10/2015,Same Day,MM-792038,Consumer,Cairo,Al Qahirah,Egypt,North Africa,Africa,OFF-AR-6105,Office Supplies,Art,"Stanley Canvas, Blue",197.88,4,0,31.56,67.7,Critical
MX-2013-MM1792082-41388,4,24/04/2013,27/04/2013,First Class,MM-1792082,Consumer,Mexico City,Distrito Federal,Mexico,Central America,LATAM,FUR-CH-5455,Furniture,Chairs,"Office Star Swivel Stool, Black",274.42,3,0.2,-48.02,66.704,Medium
IT-2015-MM1792048-42194,7,09/07/2015,10/07/2015,First Class,MM-1792048,Consumer,Celle,Lower Saxony,Germany,Western Europe,Europe,TEC-PH-3807,Technology,Phones,"Cisco Smart Phone, with Caller ID",2616.96,4,0,1151.4,57.03,High
MX-2012-MM1792093-41206,10,24/10/2012,31/10/2012,Standard Class,MM-1792093,Consumer,Masaya,Masaya,Nicaragua,Central America,LATAM,TEC-AC-3389,Technology,Accessories,"Belkin Memory Card, Erganomic",675.72,9,0,175.68,46.833,Low
EG-2015-MM792038-42286,10,09/10/2015,09/10/2015,Same Day,MM-792038,Consumer,Cairo,Al Qahirah,Egypt,North Africa,Africa,FUR-BO-4866,Furniture,Bookcases,"Ikea Stackable Bookrack, Pine",123.93,1,0,61.95,39.52,Critical
MX-2015-MM1792018-42140,5,16/05/2015,18/05/2015,First Class,MM-1792018,Consumer,Penedo,Alagoas,Brazil,South America,LATAM,OFF-ST-4258,Office Supplies,Storage,"Fellowes File Cart, Industrial",183.72,2,0,75.32,37.032,Medium
IT-2014-MM1792045-41845,7,25/07/2014,29/07/2014,Second Class,MM-1792045,Consumer,Muret,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,FUR-BO-5799,Furniture,Bookcases,"Safco Stackable Bookrack, Traditional",267.19,2,0.1,17.77,36.75,High
MX-2012-MM1792093-41206,10,24/10/2012,31/10/2012,Standard Class,MM-1792093,Consumer,Masaya,Masaya,Nicaragua,Central America,LATAM,FUR-TA-4634,Furniture,Tables,"Hon Coffee Table, Adjustable Height",339.3,2,0.2,50.86,32.879,Low
IN-2012-MN1793527-41152,8,31/08/2012,05/09/2012,Standard Class,MN-1793527,Consumer,Hefei,Anhui,China,Eastern Asia,Asia Pacific,OFF-ST-6261,Office Supplies,Storage,"Tenex Lockers, Blue",1429.05,7,0,371.49,194.36,High
IN-2012-MN1793527-41152,8,31/08/2012,05/09/2012,Standard Class,MN-1793527,Consumer,Hefei,Anhui,China,Eastern Asia,Asia Pacific,OFF-ST-4057,Office Supplies,Storage,"Eldon File Cart, Single Width",767.52,6,0,45.9,102.29,High
RS-2014-MN7935108-41712,3,14/03/2014,20/03/2014,Standard Class,MN-7935108,Consumer,Kopeysk,Chelyabinsk,Russia,Eastern Europe,Europe,OFF-AP-3571,Office Supplies,Appliances,"Breville Microwave, Red",1810.26,6,0,162.9,100.37,Medium
IN-2012-MN1793527-41152,8,31/08/2012,05/09/2012,Standard Class,MN-1793527,Consumer,Hefei,Anhui,China,Eastern Asia,Asia Pacific,TEC-PH-3785,Technology,Phones,"Cisco Audio Dock, Full Size",1100.16,6,0,175.86,92.07,High
ES-2013-MN1793548-41466,7,11/07/2013,17/07/2013,Standard Class,MN-1793548,Consumer,Cottbus,Brandenburg,Germany,Western Europe,Europe,FUR-FU-4066,Furniture,Furnishings,"Eldon Frame, Durable",906.24,8,0,235.44,59.34,Medium
ES-2013-MN17935139-41339,3,06/03/2013,08/03/2013,Second Class,MN-17935139,Consumer,Sheffield,England,United Kingdom,Northern Europe,Europe,FUR-TA-3776,Furniture,Tables,"Chromcraft Training Table, with Bottom Storage",993.62,7,0.5,-397.64,58.71,Medium
MX-2012-MN1793593-41261,12,18/12/2012,20/12/2012,Second Class,MN-1793593,Consumer,Managua,Managua,Nicaragua,Central America,LATAM,FUR-CH-5379,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",610.6,2,0,238.12,56.176,Medium
IN-2012-MN1793527-41152,8,31/08/2012,05/09/2012,Standard Class,MN-1793527,Consumer,Hefei,Anhui,China,Eastern Asia,Asia Pacific,FUR-CH-4531,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black",473.61,1,0,142.08,42.96,High
ES-2014-MO1795064-41912,9,30/09/2014,05/10/2014,Standard Class,MO-1795064,Consumer,Rome,Lazio,Italy,Southern Europe,Europe,TEC-CO-4774,Technology,Copiers,"HP Fax Machine, Digital",1497.9,5,0,0,124.7,High
ES-2015-MO1795014-42363,12,25/12/2015,29/12/2015,Standard Class,MO-1795014,Consumer,Hasselt,Limburg,Belgium,Western Europe,Europe,OFF-AP-4742,Office Supplies,Appliances,"Hoover Stove, Black",1135.8,2,0,90.84,93.1,Medium
MO-2014-MO795086-41706,3,08/03/2014,13/03/2014,Standard Class,MO-795086,Consumer,Fes,Fès-Boulemane,Morocco,North Africa,Africa,OFF-AP-4505,Office Supplies,Appliances,"Hamilton Beach Stove, Black",541.77,1,0,200.43,45.63,Medium
ID-2015-MP17965144-42008,1,04/01/2015,08/01/2015,Second Class,MP-17965144,Corporate,Hanoi,Thủ Dô Hà Nội,Vietnam,Southeastern Asia,Asia Pacific,FUR-CH-5379,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",1002.91,3,0.27,-329.81,156.02,High
MX-2015-MP1796518-42189,7,04/07/2015,08/07/2015,Standard Class,MP-1796518,Corporate,Manaus,Amazonas,Brazil,South America,LATAM,TEC-AC-5224,Technology,Accessories,"Memorex Router, Erganomic",1301.44,8,0,598.56,112.717,Medium
IT-2015-MP1796545-42106,4,12/04/2015,18/04/2015,Standard Class,MP-1796545,Corporate,Pamiers,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,OFF-ST-4078,Office Supplies,Storage,"Eldon Lockers, Blue",1603.07,9,0.1,-0.19,104.92,Medium
